,incident_id,date,state,city,address,num_killed,num_injured,latitude,location_description,longitude,n_guns_involved,pre_teens_involved,adults_involved,total_victims,total_suspects,males,females,gun_type
54237,282470,1/17/2015,Michigan,Detroit,Ambassador Bridge St,0,0,42.3156,US Customs / Ambassador Bridge,-83.0764,3.0,0,0,0,1,1,0,22 LR
54265,280081,1/18/2015,Ohio,Columbus,1320 Beechwood Road,0,1,39.9464,Lounge 13,-82.8943,1.0,0,1,1,0,1,0,Unknown
54377,285243,1/18/2015,New York,New York ,1003 Columbus Avenue,0,1,40.8012,Boost Mobile NYC,-73.9613,1.0,0,0,1,3,4,0,Unknown
54635,283008,1/20/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth International (DFW),-97.0404,1.0,0,0,0,0,0,0,25 Auto
54701,281905,1/21/2015,Wisconsin,Racine,1409 State St,0,1,42.7302,Corrinne Reid Owens Transit Center,-87.7975,2.0,0,0,1,2,3,0,Unknown
54760,283024,1/21/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth International (DFW),-97.0404,1.0,0,0,0,0,0,0,Unknown
54804,282101,1/22/2015,California,Torrance,16007 Crenshaw Blvd,0,1,33.8855,El Camino College,-118.327,2.0,0,0,0,1,1,0,Rifle
54927,285079,1/22/2015,Minnesota,Minneapolis ,7141 42nd Ave N,0,1,45.0326,Viking Liquors,-93.3718,1.0,0,0,1,1,2,0,Unknown
55041,494014,1/23/2015,Michigan,Grand Rapids,4518 Plainfield Ave NE,0,1,43.0445,Paul Medawar Fine Jewelry,-85.6066,1.0,0,0,1,4,4,0,Unknown
55435,284666,1/27/2015,Ohio,Cincinnati,East 4th Street and Sycamore Street,0,0,39.1007,Great American Tower,-84.5078,1.0,0,0,0,1,1,0,Unknown
55468,285085,1/27/2015,Arizona,Phoenix,4130 N Black Canyon Hwy,1,0,33.4955,Motel 6,-112.114,1.0,0,1,0,1,1,0,Unknown
55537,288640,1/27/2015,Nebraska,Omaha,2235 South 46th Street,0,1,41.2383,Norris Middle School,-95.9817,1.0,0,0,1,1,1,0,Unknown
55800,775656,1/29/2015,Texas,Houston,900 block of W FM 1960,0,1,30.0168,Mad Dog Smoke Shop,-95.444,1.0,0,3,1,3,4,0,9mm
55931,329165,1/30/2015,Oregon,Portland,12350 Northeast Sandy Boulevard,0,1,45.5568,Wendy's,-122.536,1.0,0,0,1,1,2,0,40 SW
56142,292409,02/01/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,Handgun
56233,289584,02/02/2015,North Carolina,Washington,400 Slatestone Road,0,2,35.5571,Washington High School,-77.0113,1.0,0,0,2,1,1,0,12 gauge
56255,287965,02/03/2015,California,Emeryville,3406 Hollis Street,1,0,37.8267,Extra Space Storage,-122.284,1.0,0,1,1,0,0,1,9mm
56351,288373,02/04/2015,Texas,Sudan,US 84,0,1,34.0737,Pea Plant,-102.534,1.0,0,2,1,1,2,0,380 Auto
56455,288760,02/05/2015,South Carolina,Columbia,921 Assembly Street,2,0,33.9971,University of South Carolina Public Health Research Center,-81.0336,1.0,0,2,1,1,1,1,Handgun
56480,289146,02/05/2015,Ohio,Beachwood ,Harvard Road,3,3,41.4498,Chalk Linez Barbershop,-81.4964,2.0,0,4,6,1,6,1,Rifle
56578,289259,02/06/2015,North Carolina,Wilmington,5205 Carolina Beach Rd,2,1,34.1446,Murphy Gas Station,-77.8973,1.0,0,3,2,1,2,1,Other
56645,290342,02/06/2015,New York,Dunkirk,363 Lake Shore Drive West,0,0,42.4816,Don's Motel,-79.3569,1.0,0,1,0,1,1,0,Unknown
57091,291577,02/10/2015,Colorado,Aurora ,1625 E Geddes Ave,0,0,39.5827,Red Hawk Ridge Elementary School,-104.892,1.0,0,0,0,1,1,0,Handgun
57180,295826,02/10/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,9mm
57316,292444,02/12/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,Unknown
57376,293437,02/12/2015,Idaho,Twin Falls,296 Addison Avenue West,1,0,42.5635,Apollo Motor Inn,-114.483,3.0,0,4,1,3,2,2,22 LR
57399,513954,02/12/2015,North Dakota,Williston,4201 4th Avenue W.,0,0,48.1721,Best Western,-103.648,2.0,0,1,0,3,2,1,Unknown
57659,293876,2/15/2015,California,Stevenson Ranch,24949 Pico Canyon Rd,2,0,34.3821,FedEx parking lot,-118.572,1.0,0,0,1,1,1,1,Unknown
57753,294037,2/16/2015,Arizona,Tucson,8400 N Casa Grande Hwy,1,0,32.3599,Cracker Barrel parking lot,-111.093,1.0,0,1,0,1,1,0,Unknown
58290,296341,2/21/2015,Tennessee,Nashville,2043 Scarritt Place,1,0,36.1459,Vanderbilt University,-86.7987,1.0,0,2,1,1,2,0,Handgun
58639,297630,2/24/2015,New York,Brooklyn,175 Dikeman Street,1,0,40.678,Dell's Maraschino Cherries,-74.0158,1.0,0,1,0,1,1,0,9mm
58669,299246,2/24/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,Unknown
58670,299247,2/24/2015,Texas,Irving,2625 International Pkwy,0,0,32.8881,DFW Int'l Airport,-97.0374,1.0,0,0,0,0,0,0,Unknown
58798,297877,2/26/2015,Georgia,Augusta,3179 Washington Road,0,0,33.5142,Goodwill Job Connection,-82.0572,1.0,0,0,0,1,1,0,Unknown
58876,299333,2/26/2015,Texas,Pleasanton,I-37 and FM 536,1,0,28.8569,"OGPM, LLC work yard",-98.7127,2.0,0,1,1,1,2,0,Unknown
58932,298588,2/27/2015,District of Columbia,Washington,2500 block of Alabama Avenue,0,1,38.8573,Stanton Elementary School,-76.9695,1.0,0,1,1,1,2,0,Unknown
59044,299012,2/28/2015,Illinois,Champaign,51 E. Main St,0,1,40.1169,High Dive,-88.2391,1.0,0,1,1,1,2,0,Handgun
59201,299893,03/01/2015,New Jersey,Absecon,405 E Absecon Boulevard,2,2,39.4159,Red Roof Inn & Suites,-74.4945,2.0,0,7,2,5,7,0,Unknown
59624,302691,03/04/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,9mm
59658,301536,03/05/2015,Texas,Converse,9142 FM 78,0,3,29.5096,Judson High School,-98.3083,1.0,0,1,3,1,0,0,22 LR
59659,301587,03/05/2015,Pennsylvania,Philadelphia,2101 West Lehigh Avenue,1,1,39.9955,GameStop,-75.1663,2.0,0,3,1,2,3,0,Unknown
59757,302046,03/06/2015,Georgia,Augusta,833 Cabela Drive,0,0,33.4688,Cabelas,-82.0996,18.0,0,0,0,2,2,0,223 Rem [AR-15]
59778,302295,03/06/2015,Virginia,Colonial Heights,14705 Jefferson Davis Hwy,0,0,37.3228,VFW Post 2239,-77.4048,1.0,0,0,0,0,0,0,380 Auto
59805,302798,03/06/2015,Florida,Lakeland,6810 County Line Rd,0,1,27.9276,Prima's Store,-82.0546,1.0,0,1,1,1,2,0,Unknown
59821,303814,03/06/2015,Texas,Corpus Christi,5301 Weber Rd.,0,0,27.7183,Mary Carroll High School,-97.4008,1.0,0,0,0,1,1,0,Shotgun
59853,989635,03/06/2015,Maryland,Elkton,101 Big Elk Mall,0,0,39.5991,Acme Grocery Store,-75.8242,1.0,0,1,0,1,1,0,38 Spl
59924,302850,03/07/2015,Missouri,Saint Louis,7001 St Charles Rock Rd,0,1,38.6852,Rock Road MetroLink Station,-90.304,1.0,0,0,1,0,1,0,Handgun
60204,304292,03/09/2015,North Carolina,Fayetteville,157 Treetop Dr,0,2,35.1279,Cumberland Trace Apts,-78.8748,1.0,0,0,2,1,1,1,Unknown
60543,459070,03/11/2015,Pennsylvania,Easton,185 S 3rd St,1,0,40.6879,Quality Inn,-75.2089,1.0,0,2,1,1,2,0,45 Auto
60545,506650,03/11/2015,Michigan,Saginaw,122 Ivanhoe Ln,1,1,43.4059,Camelot Place Apartments,-84.0134,1.0,0,2,1,4,4,0,Handgun
60589,305950,03/12/2015,Tennessee,Soddy Daisy,11150 Dayton Pk,0,0,35.278,Freedom Worship Center,-85.1596,1.0,0,0,0,0,0,0,9mm
61263,764169,3/16/2015,Texas,Edinburg,1107 E Schunior St,1,0,26.3069,Veteran's Tire Shop,-98.15,1.0,0,2,1,1,2,0,22 LR
61445,309067,3/18/2015,Utah,Salt Lake City ,5909 South 700 West,1,0,40.6427,Lee Mart,-111.91,1.0,0,4,1,3,4,0,Unknown
61525,309950,3/18/2015,California,Platina,6700 CA 36,0,1,40.3179,R Wild Horse Ranch,-122.802,1.0,0,0,0,1,1,0,Handgun
61595,309515,3/19/2015,Ohio,Cleveland,1077 Parkwood Dr,1,0,41.5283,Parkwood Grocery,-81.6093,1.0,0,1,1,0,1,0,9mm
61641,310034,3/19/2015,Pennsylvania,Pittsburgh,1736 S Braddock Ave,0,1,40.4248,Edgewood Towne Center,-79.8882,1.0,0,0,1,0,1,0,40 SW
61677,310728,3/19/2015,Florida,Polk City,I-4,0,0,28.1726,Mile Marker 47,-81.7657,1.0,0,1,1,1,1,0,22 LR
61710,576139,3/19/2015,Texas,Houston,14425 Alief Clodine Rd,1,0,29.7108,Laguna del Sol apartment complex,-95.6429,1.0,1,0,1,0,1,0,9mm
61843,314507,3/20/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,9mm
62012,310869,3/22/2015,Ohio,Fairfield,6121 Dixie Highway,1,1,39.3263,Wise Guys Bar and Grill,-84.5103,1.0,0,5,2,3,4,1,Unknown
62034,311027,3/22/2015,Michigan,Ann Arbor,4350 Concourse Dr,0,2,42.2229,UAW Local 38 Hall,-83.7325,1.0,0,2,2,0,0,2,7.62 [AK-47]
62293,312287,3/24/2015,North Dakota,Bottineau ,9857 1st Avenue,2,0,48.9089,Turtle Mountain Pork,-101.019,1.0,0,3,2,1,3,0,Unknown
62296,312308,3/24/2015,Delaware,Wilmington,5500 block of Heritage Court Dr,0,0,39.7165,Heritage Court Apts,-75.6743,2.0,0,3,0,3,0,1,Handgun
62415,314568,3/24/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,380 Auto
62591,313302,3/26/2015,Texas,Laredo,3707 Los Presidentes,0,0,27.4787,United South Middle School,-99.4505,1.0,0,0,0,1,1,0,Handgun
62713,781158,3/26/2015,New Mexico,Albuquerque,1720 Bridge Blvd SW Suite D1,0,0,35.0641,Ruby Pawn Shop,-106.683,1.0,0,1,0,1,1,0,Unknown
62716,895498,3/26/2015,California,Los Angeles,1025 106th St,2,0,33.9401,Westmont,-118.293,1.0,0,2,1,1,1,1,Handgun
62855,313917,3/28/2015,Illinois,Chicago,2239 S. Michigan Ave.,1,1,41.8521,Riff Music Lounge,-87.6237,1.0,0,2,2,1,3,0,223 Rem [AR-15]
62962,315278,3/28/2015,Tennessee,White House,111 Highway 76,0,0,36.4688,White House Pawn Shop,-86.6557,10.0,0,0,0,2,2,0,Unknown
63159,314875,3/30/2015,Maryland,Fort George G Meade ,4409 Llewellyn Ave,1,1,39.0981,NSA,-76.734,1.0,0,1,0,2,2,0,Unknown
63251,315954,3/30/2015,Texas,Palestine,500 N Church St # 43,0,0,31.7769,Anderson County Courthouse,-95.6458,1.0,0,1,1,1,1,1,Unknown
63374,316136,3/31/2015,Kentucky,Mount Vernon,I-75,0,0,37.4607,Mile Marker 69,-84.3358,1.0,0,1,0,1,1,0,Unknown
63829,317535,04/03/2015,New York,Syracuse,I 81,0,1,43.0296,Mile Marker 17,-76.1413,1.0,0,1,1,0,1,0,Unknown
64205,319455,04/05/2015,Oklahoma,Ada,County Rd 3540,0,3,34.7352,Latta,-96.7051,1.0,0,4,3,1,3,1,Shotgun
65165,321958,04/12/2015,South Carolina,Greenville,801 W Butler Rd,0,1,34.775,Mauldin Pub,-82.3261,1.0,0,1,1,1,2,0,40 SW
65309,329155,04/12/2015,Arkansas,Little Rock,1621 Dr Martin Luther King Jr Dr,0,0,34.735,Arkansas Baptist College,-92.2895,1.0,0,1,0,1,1,0,Unknown
65343,322369,4/13/2015,North Carolina,Goldsboro,3000 Wayne Memorial Dr.,1,0,35.3956,Wayne Community College,-77.9373,1.0,0,1,1,1,2,0,380 Auto
65580,324684,4/14/2015,Colorado,Canon City,E Main St and Steinmeier Ave,2,0,38.4467,Canon City RV Campground,-105.192,2.0,0,2,1,1,1,1,Unknown
65692,324330,4/15/2015,Missouri,Columbia,Hitt and Elm Street,1,0,38.9485,University of Missouri,-92.3256,1.0,0,1,0,1,1,0,Unknown
65763,323963,4/16/2015,Texas,Houston,12710 Brant Rock Dr,0,1,29.7155,Trails of Ashford Apts,-95.6059,1.0,0,0,1,1,1,1,Shotgun
66076,347420,4/17/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,Unknown
66078,347615,4/17/2015,Texas,Dallas,2375 International Pkwy,0,0,32.8982,Dallas/Ft Worth Intl Airport (DFW),-97.0404,1.0,0,0,0,0,0,0,9mm
66428,356572,4/19/2015,Florida,Panama City,6300 West Bay Parkway,0,0,30.355,ECP,-85.7995,1.0,0,0,0,0,0,0,Shotgun
66430,356581,4/19/2015,Texas,Houston,2800 North Terminal Road,0,0,29.9884,IAH,-95.3386,1.0,0,0,0,0,0,0,Handgun
66575,356606,4/20/2015,Florida,Tampa,4100 George J Bean Parkway,0,0,27.9807,TPA,-82.534,1.0,0,0,0,0,0,0,223 Rem [AR-15]
66576,356607,4/20/2015,California,Sacramento,6900 Airport Boulevard,0,0,38.6927,SMF,-121.588,1.0,0,0,0,0,0,0,223 Rem [AR-15]
66578,356612,4/20/2015,Florida,Tampa,4100 George J Bean Parkway,0,0,27.9807,TPA,-82.534,1.0,0,0,0,0,0,0,Unknown
66579,356617,4/20/2015,Michigan,Grand Rapids,5500 44th Street Southeast,0,0,42.8847,GRR,-85.5296,1.0,0,0,0,0,0,0,Handgun
66582,357147,4/20/2015,Louisiana,Monroe,5400 Operations Road,0,0,32.51,MLU,-92.0413,1.0,0,0,0,0,0,0,Handgun
66684,328686,4/22/2015,Missouri,Saint Louis,4333 Goodfellow Boulevard,1,0,38.6921,St. Louis Job Corps,-90.2688,1.0,0,2,1,1,2,0,45 Auto
66724,359115,4/22/2015,Texas,Dallas ,3200 E Airfield Dr,0,0,32.8749,DFW,-97.0144,1.0,0,0,0,0,0,0,380 Auto
66728,359141,4/22/2015,Texas,Seagraves,US-62,0,0,32.9336,SEA,-102.57,1.0,0,0,0,0,0,0,Unknown
66729,359169,4/22/2015,Florida,Miami,2100 NW 42nd Ave,0,0,25.7968,MIA,-80.2762,1.0,0,0,0,0,0,0,Shotgun
66730,359175,4/22/2015,Missouri,Kansas City,1 International Circle,0,0,39.298,MCI,-94.7167,1.0,0,0,0,0,0,0,9mm
66805,328907,4/23/2015,Kentucky,Louisville ,2501 Rockford Ln,0,0,38.1766,Western High School,-85.8447,1.0,0,1,0,1,1,0,40 SW
66859,359229,4/23/2015,Georgia,Atlanta,6000 North Terminal Parkway,0,0,33.6356,ATL,-84.4333,1.0,0,0,0,0,0,0,Unknown
66861,359235,4/23/2015,Louisiana,Lafayette,200 Terminal Drive,0,0,30.2109,LFT,-91.9937,1.0,0,0,0,0,0,0,Unknown
66863,359242,4/23/2015,Texas,Dallas ,3200 E Airfield Dr,0,0,32.8749,DFW,-97.0144,1.0,0,0,0,0,0,0,Handgun
66866,613031,4/23/2015,New Mexico,Whites City,6 Carlsbad Caverns Hwy,1,0,32.1764,Cavern City Inn (Rodeway Inn),-104.376,1.0,0,0,1,1,1,1,25 Auto
66867,1066138,4/23/2015,Wisconsin,Racine,1814 Taylor St,0,0,42.708,TBG's Bar and Grill,-87.8082,1.0,0,1,0,1,1,0,Unknown
66929,329493,4/24/2015,Pennsylvania,Pittsburgh,1300 block of Columbus Avenue,1,0,40.4581,Manchester neighborhood,-80.0261,1.0,0,1,1,1,2,0,9mm
66995,359283,4/24/2015,Texas,Austin,3600 Presidential Boulevard,0,0,30.2093,AUS,-97.6529,1.0,0,0,0,0,0,0,Unknown
67000,359318,4/24/2015,North Carolina,Charlotte,5501 R C Josh Birmingham Parkway,0,0,35.2235,CLT,-80.9442,1.0,0,0,0,0,0,0,Handgun
67001,359319,4/24/2015,Arizona,Phoenix,3400 East Sky Harbor Boulevard,0,0,33.4347,PHX,-112.006,1.0,0,0,0,0,0,0,Unknown
67139,359328,4/25/2015,Virginia,Dulles,1 Saarinen Cir,0,0,38.958,IAD,-77.4431,1.0,0,0,0,0,0,0,Unknown
67169,329917,4/26/2015,Florida,Hialeah,E 11th Ave and E 26th St,0,1,25.8464,Tri-Rail Metro Station,-80.2601,1.0,0,2,1,2,3,0,9mm
67278,331428,4/26/2015,Minnesota,Osseo ,12400 James Deane Pkwy,1,0,45.0884,Elm Creek Park Reserve,-93.4335,1.0,0,1,1,0,1,0,45 Auto
67298,359625,4/26/2015,Georgia,Atlanta,6000 North Terminal Parkway,0,0,33.6405,ATL,-84.4293,1.0,0,0,0,0,0,0,Handgun
67300,359627,4/26/2015,Texas,Austin,3600 Presidential Boulevard,0,0,30.2021,AUS,-97.6668,1.0,0,0,0,0,0,0,380 Auto
67342,330541,4/27/2015,Washington,Olympia,600 Sleater Kinney Road Northeast,0,0,47.0541,North Thurston High School,-122.834,1.0,0,0,0,1,1,0,Unknown
67345,330561,4/27/2015,Texas,Austin,2408 S Hwy 183,0,1,30.2132,El Agazajo Bar,-97.684,1.0,0,0,1,0,1,0,Handgun
67452,359628,4/27/2015,Nevada,Reno,2001 East Plumb Lane,0,0,39.506,RNO,-119.775,1.0,0,0,0,0,0,0,45 Auto
67453,359630,4/27/2015,California,Oakland,1 Airport Drive,0,0,37.7116,OAK,-122.212,1.0,0,0,0,0,0,0,40 SW
67454,359634,4/27/2015,North Carolina,Greenville,400 Airport Road,0,0,35.6323,PGV,-77.3783,1.0,0,0,0,0,0,0,380 Auto
67455,359635,4/27/2015,Tennessee,Alcoa,2055 Alcoa Highway,0,0,35.8065,TYS,-83.991,1.0,0,0,0,0,0,0,45 Auto
67456,359636,4/27/2015,Texas,Austin,3600 Presidential Boulevard,0,0,30.2021,AUS,-97.6668,1.0,0,0,0,0,0,0,380 Auto
67459,359648,4/27/2015,Tennessee,Blountville,2525 Tennessee 75,0,0,36.481,TRI,-82.408,1.0,0,0,0,0,0,0,Unknown
67461,359651,4/27/2015,Tennessee,Nashville,1 Terminal Drive,0,0,36.1314,BNA,-86.6693,1.0,0,0,0,0,0,0,Handgun
67466,572244,4/27/2015,Rhode Island,Woonsocket,276 Main Street,0,0,42.0042,Metro PCS,-71.5127,1.0,0,1,0,1,1,0,Handgun
67592,359652,4/28/2015,North Carolina,Richlands,264 State Road 1265,0,0,34.8331,OAJ,-77.6034,1.0,0,0,0,0,0,0,Unknown
67595,359655,4/28/2015,Tennessee,Nashville,1 Terminal Drive,0,0,36.1314,BNA,-86.6693,1.0,0,0,0,0,0,0,Unknown
67596,359656,4/28/2015,Michigan,Romulus,9000 Middlebelt Rd,0,0,42.2402,DTW,-83.3279,1.0,0,0,0,0,0,0,22 LR
67598,381949,4/28/2015,Texas,Dallas,8008 Cedar Springs Road,0,0,32.841,DAL,-96.8486,1.0,0,0,0,0,0,0,Unknown
67778,336706,4/29/2015,Alaska,Eagle River,18600 Eagle River Road,0,0,61.3095,WalMart,-149.535,2.0,0,1,0,1,1,0,38 Spl
67790,382478,4/29/2015,Texas,Dallas,8008 Cedar Springs Road,0,0,32.841,DAL,-96.8486,1.0,0,0,0,0,0,0,45 Auto
67920,382520,4/30/2015,Missouri,Saint Louis,10701 Lambert International Blvd,0,0,38.7405,STL,-90.3648,1.0,0,0,0,0,0,0,Rifle
67921,382522,4/30/2015,Texas,Houston,7800 Airport Boulevard,0,0,29.6578,HOU,-95.2767,1.0,0,0,0,0,0,0,Handgun
67922,382528,4/30/2015,Missouri,Saint Louis,10701 Lambert International Blvd,0,0,38.7405,STL,-90.3648,1.0,0,0,0,0,0,0,38 Spl
67925,382534,4/30/2015,Florida,Fort Lauderdale,100 Terminal Drive,0,0,26.0698,FLL,-80.1367,1.0,0,0,0,0,0,0,Handgun
67926,382537,4/30/2015,Texas,Houston,2800 North Terminal Road,0,0,29.9872,IAH,-95.3477,1.0,0,0,0,0,0,0,7.62 [AK-47]
68027,334038,05/01/2015,New York,Brooklyn,314 Wilson Ave,0,0,40.6962,Hope Gardens Housing,-73.918,1.0,0,0,0,5,5,0,Unknown
68075,382546,05/01/2015,Georgia,Atlanta,6000 North Terminal Parkway,0,0,33.6356,Atl,-84.4333,1.0,0,0,0,0,0,0,Unknown
68076,382547,05/01/2015,Oklahoma,Oklahoma City,7100 Terminal Drive,0,0,35.3953,OKC,-97.5966,1.0,0,0,0,0,0,0,Unknown
68077,382550,05/01/2015,Alaska,Anchorage,5000 West International Airport Road,0,0,61.1723,ANC,-149.92,1.0,0,0,0,0,0,0,12 gauge
68081,390831,05/01/2015,Arkansas,Little Rock,1 Airport Dr,0,0,34.7166,LIT,-92.2249,1.0,0,0,0,0,0,0,Other
68082,390838,05/01/2015,Oregon,Portland,7000 Northeast Airport Way,0,0,45.5867,PDX,-122.587,1.0,0,0,0,0,0,0,40 SW
68228,391276,05/02/2015,Utah,Salt Lake City,776 North Terminal Drive,0,0,40.7821,SLC,-111.98,1.0,0,0,0,0,0,0,Handgun
68239,333592,05/03/2015,Florida,Panama City,1914 Frankford Ave,1,0,30.1829,Andrews Place Apartments,-85.6918,1.0,1,1,1,1,1,1,45 Auto
68258,333750,05/03/2015,Wisconsin,Menasha,Friendship Trail,4,1,44.2029,Fritse Park,-88.4656,2.0,1,4,4,1,3,2,Handgun
68379,392136,05/03/2015,North Carolina,Morrisville,2400 John Brantley Boulevard,0,0,35.8774,RDU,-78.7936,1.0,0,0,0,0,0,0,Handgun
68439,334733,05/04/2015,Michigan,Clinton Township,34160 Little Mack Ave,0,1,42.5489,Normandy Park,-82.9106,1.0,1,0,1,1,2,0,Unknown
68528,392385,05/04/2015,Texas,San Antonio,9800 Airport Boulevard,0,0,29.5217,SAT,-98.4767,1.0,0,0,0,0,0,0,Handgun
68671,392579,05/05/2015,Nevada,Las Vegas,5757 Wayne Newton Boulevard,0,0,36.0916,LAS,-115.151,1.0,0,0,0,0,0,0,Unknown
68685,335182,05/06/2015,New York,Staten Island,Bay Street and School Road,0,1,40.6071,Von Briesen Park,-74.061,1.0,0,2,1,1,1,1,Unknown
68686,335184,05/06/2015,Pennsylvania,Lititz,12 W Newport Rd,0,1,40.1759,Lititz Family Cupboard Restaurant,-76.3091,1.0,0,2,1,1,2,0,40 SW
68822,339945,05/06/2015,New Mexico,Capitan,150 Forest Avenue,0,0,33.5444,Capitan Municipal Schools,-105.583,1.0,0,1,2,1,0,1,Unknown
68828,392895,05/06/2015,Georgia,Augusta,1501 Aviation Way,0,0,33.3721,AGS,-81.9738,1.0,0,0,0,0,0,0,9mm
68830,392897,05/06/2015,Georgia,Atlanta,6000 North Terminal Parkway,0,0,33.6356,ATL,-84.4333,1.0,0,0,0,0,0,0,Unknown
68832,392906,05/06/2015,Oregon,Portland,7000 Northeast Airport Way,0,0,45.5867,PDX,-122.587,1.0,0,0,0,0,0,0,Unknown
68834,392909,05/06/2015,Utah,Salt Lake City,776 North Terminal Drive,0,0,40.7821,SLC,-111.98,1.0,0,0,0,0,0,0,Shotgun
68975,338473,05/07/2015,Florida,Palmetto,440 8th Ave W,1,1,27.5143,Marathon Gas Station,-82.5729,1.0,0,2,1,1,1,1,Shotgun
68995,392917,05/07/2015,Utah,Provo,"w, 3421 Mike Jense Parkway",0,0,40.2197,PVU,-111.718,1.0,0,0,0,0,0,0,Unknown
68996,392919,05/07/2015,Arizona,Mesa,6033 South Sossaman Road,0,0,33.3069,IWA,-111.67,1.0,0,0,0,0,0,0,Rifle
69080,337206,05/08/2015,Michigan,Pontiac,332 N Telegraph Rd,0,0,42.6456,Oakland Pointe Shopping Center,-83.3261,1.0,0,0,0,0,0,0,Handgun
69186,337339,05/09/2015,Mississippi,Vicksburg,I 20 and Henry Lake Rd,0,2,32.3597,Exit 15 / Flowers,-90.6679,1.0,0,0,2,0,1,1,Unknown
69297,392937,05/09/2015,Massachusetts,Boston,1 Harborside Dr,0,0,42.3717,BOS,-71.0359,1.0,0,0,0,0,0,0,Unknown
69299,392943,05/09/2015,Texas,Houston,2800 North Terminal Road,0,0,29.9872,IAH,-95.3477,1.0,0,0,0,0,0,0,9mm
69478,392975,05/10/2015,Texas,Dallas ,3200 E Airfield Dr,0,0,32.8749,DFW,-97.0144,1.0,0,0,0,0,0,0,Handgun
69480,392980,05/10/2015,Georgia,Atlanta,6000 North Terminal Parkway,0,0,33.6356,ATL,-84.4333,1.0,0,0,0,0,0,0,380 Auto
69487,392993,05/10/2015,Nevada,Reno,2001 East Plumb Lane,0,0,39.505,RNO,-119.837,1.0,0,0,0,0,0,0,223 Rem [AR-15]
69491,337786,05/11/2015,Pennsylvania,Belle Vernon,123 Tri County Lane,1,0,40.1369,Minniti Motorsports,-79.8408,1.0,0,1,1,1,2,0,Handgun
69646,392999,05/11/2015,Texas,Houston,2800 North Terminal Road,0,0,29.9872,IAH,-95.3477,1.0,0,0,0,0,0,0,Unknown
69647,393012,05/11/2015,Alabama,Montgomery,4445 Selma Hwy,0,0,32.3074,MGM,-86.3917,1.0,0,0,0,0,0,0,Handgun
69648,393013,05/11/2015,Texas,Dallas,8008 Cedar Springs Road,0,0,32.841,DAL,-96.8486,1.0,0,0,0,0,0,0,22 LR
69649,393016,05/11/2015,Missouri,Springfield,2300 North Airport Boulevard,0,0,37.2246,SGF,-93.1976,1.0,0,0,0,0,0,0,Handgun
69651,393020,05/11/2015,Michigan,Romulus,9000 Middlebelt Rd,0,0,42.2402,DTW,-83.3279,1.0,0,0,0,0,0,0,Handgun
69658,338665,05/12/2015,Arizona,Tempe,1001 E. Knox Road,1,0,33.3255,Corona del Sol High School,-111.925,1.0,0,1,1,0,1,0,38 Spl
69800,393026,05/12/2015,Missouri,Kansas City,1 International Circle,0,0,39.298,MCI,-94.7167,1.0,0,0,0,0,0,0,Handgun
69803,393565,05/12/2015,Texas,Dallas,8008 Cedar Springs Road,0,0,32.841,DAL,-96.8486,1.0,0,0,0,0,0,0,Handgun
69805,393575,05/12/2015,Texas,Houston,2800 North Terminal Road,0,0,29.9872,IAH,-95.3477,1.0,0,0,0,0,0,0,Handgun
69940,340592,5/13/2015,Colorado,Englewood ,3500 block of S King St,1,0,39.6518,West Bear Village,-105.033,1.0,0,2,1,1,2,0,Unknown
69973,364201,5/13/2015,Colorado,Denver,3000 E 1st Avenue,0,1,39.7175,Cherry Creek Mall,-104.953,1.0,0,0,1,1,1,1,9mm
69978,393613,5/13/2015,Utah,Salt Lake City,776 North Terminal Drive,0,0,40.7821,SLC,-111.98,1.0,0,0,0,0,0,0,22 LR
70104,393617,5/14/2015,North Carolina,Morrisville,2400 John Brantley Blvd,0,0,35.8771,RDU Int'l Airport,-78.7932,1.0,0,0,0,0,0,0,380 Auto
70105,393621,5/14/2015,Texas,Dallas ,3200 E Airfield Dr,0,0,32.8749,DFW,-97.0144,1.0,0,0,0,0,0,0,9mm
